#{"t_start": 1744343419.334029, "env_id": "None"}
r,l,t
289.0,94,392.630273
196.0,83,392.690618
180.0,82,394.795185
96.0,81,394.856507
90.0,87,394.921193
159.0,100,394.994349
212.0,92,395.061857
234.0,92,395.125635
244.0,97,395.195737
96.0,91,395.261646
194.0,93,395.327403
353.0,110,395.407101
83.0,85,395.46823
340.0,102,395.541646
112.0,89,395.607112
357.0,96,395.676291
206.0,88,395.779718
199.0,93,395.844786
201.0,87,395.908131
202.0,91,395.97245
81.0,85,396.034644
101.0,82,396.104375
177.0,89,396.173391
87.0,86,396.242413
228.0,98,396.320952
332.0,97,398.493835
379.0,106,398.573107
100.0,85,398.641077
107.0,83,398.708705
81.0,81,398.770353
302.0,99,398.846892
196.0,92,398.913113
197.0,88,398.978404
92.0,87,399.041016
433.0,104,399.115948
255.0,107,399.192687
101.0,79,399.250852
105.0,94,399.316401
275.0,92,399.384172
183.0,96,399.453513
333.0,104,399.52742
180.0,84,399.590613
241.0,97,399.66231
230.0,100,399.735681
191.0,91,399.803621
76.0,78,399.862728
72.0,77,399.917145
203.0,89,402.081103
83.0,82,402.140556
340.0,102,402.215973
224.0,95,402.290076
376.0,112,402.384447
101.0,84,402.449132
310.0,97,402.520398
217.0,94,402.589807
192.0,94,402.659049
192.0,95,402.730586
54.0,79,402.786674
193.0,94,402.857627
102.0,93,402.928534
300.0,97,402.997468
107.0,94,403.06738
169.0,73,403.120401
339.0,101,403.193445
232.0,98,403.315397
236.0,96,403.385125
214.0,89,403.461073
115.0,91,403.525036
101.0,92,403.594001
206.0,95,405.726013
190.0,87,405.802658
209.0,91,405.868397
122.0,93,405.932745
319.0,97,406.002487
212.0,87,406.062987
105.0,90,406.128567
68.0,83,406.200282
180.0,89,406.273535
209.0,96,406.340429
108.0,91,406.404253
49.0,69,406.451125
118.0,99,406.525114
99.0,88,406.587654
221.0,91,406.650759
113.0,92,406.723834
115.0,89,406.788399
206.0,86,406.858477
232.0,99,406.930716
438.0,101,407.01188
92.0,86,407.074375
310.0,97,407.142754
76.0,90,407.204184
299.0,100,409.356591
196.0,87,409.429883
221.0,93,409.497094
70.0,82,409.554879
204.0,85,409.613287
178.0,78,409.668736
190.0,87,409.728127
67.0,78,409.789075
323.0,97,409.857325
96.0,81,409.972099
52.0,80,410.02752
236.0,93,410.094062
221.0,94,410.161196
74.0,90,410.224955
447.0,104,410.298575
209.0,95,410.363091
245.0,113,410.442263
57.0,70,410.491855
106.0,88,410.552631
181.0,90,410.623504
114.0,93,410.688832
174.0,91,410.752851
262.0,105,412.889299
140.0,104,412.964444
116.0,104,413.038596
101.0,83,413.09528
209.0,95,413.218073
315.0,98,413.288105
72.0,88,413.357413
62.0,73,413.408213
222.0,90,413.480458
123.0,90,413.550455
199.0,87,413.614625
91.0,84,413.675333
69.0,84,413.732297
313.0,98,413.801306
124.0,95,413.86813
83.0,92,413.930946
117.0,80,414.015265
101.0,82,414.072624
75.0,75,414.12506
456.0,113,414.204127
71.0,70,414.25842
186.0,90,414.324917
194.0,78,414.378897
134.0,95,416.456521
105.0,93,416.523866
307.0,96,416.591045
84.0,82,416.651854
202.0,100,416.723953
95.0,90,416.785686
83.0,77,416.840454
79.0,84,416.913044
207.0,88,416.975805
99.0,86,417.048682
218.0,92,417.112781
180.0,89,417.174182
103.0,83,417.236986
196.0,95,417.306964
71.0,87,417.371607
65.0,85,417.432053
42.0,68,417.479258
441.0,110,417.556315
189.0,92,417.624893
207.0,99,417.708731
296.0,97,417.777909
218.0,88,417.837538
98.0,81,417.894539
322.0,104,420.407371
208.0,96,420.488282
199.0,90,420.567318
297.0,104,420.6563
194.0,97,420.744465
290.0,95,420.824745
116.0,87,420.902181
110.0,90,420.97708
58.0,77,421.047696
300.0,95,421.12803
222.0,90,421.208739
206.0,92,421.293026
80.0,81,421.36755
336.0,98,421.456665
77.0,79,421.5645
225.0,103,421.640618
218.0,100,421.724266
207.0,91,421.791855
169.0,83,421.850545
186.0,89,421.915862
220.0,91,421.981747
348.0,98,422.056262
183.0,92,424.19114
91.0,92,424.258023
92.0,86,424.319827
310.0,93,424.387105
193.0,97,424.461738
134.0,96,424.533705
225.0,95,424.605934
83.0,80,424.663429
217.0,106,424.741937
319.0,103,424.816694
205.0,94,424.884014
217.0,98,424.956985
177.0,84,425.022575
204.0,92,425.131095
89.0,90,425.195474
92.0,88,425.265201
359.0,106,425.339642
113.0,90,425.401045
99.0,97,425.470228
70.0,88,425.533052
92.0,89,425.594369
194.0,95,425.662375
122.0,87,427.76751
123.0,94,427.838688
240.0,101,427.911029
196.0,101,427.981784
225.0,95,428.048352
432.0,107,428.121642
69.0,84,428.183231
87.0,88,428.246807
235.0,101,428.31991
125.0,98,428.393255
229.0,94,428.463363
108.0,88,428.52421
52.0,85,428.594401
137.0,97,428.66275
259.0,100,428.734971
196.0,90,428.800999
125.0,87,428.860367
249.0,100,428.931688
102.0,87,428.993114
69.0,68,429.039982
204.0,88,429.102162
100.0,90,429.165295
191.0,91,429.229261
81.0,84,431.282299
138.0,91,431.347696
130.0,89,431.4106
98.0,85,431.469975
356.0,106,431.544641
98.0,86,431.603166
192.0,94,431.670151
195.0,88,431.742869
118.0,93,431.821648
80.0,81,431.879148
120.0,103,431.952211
201.0,96,432.022649
189.0,84,432.08474
453.0,108,432.163306
124.0,94,432.2291
191.0,105,432.305761
95.0,89,432.370126
214.0,88,432.438325
75.0,75,432.592202
121.0,94,432.681189
86.0,76,432.749695
328.0,101,432.831724
179.0,80,434.983217
224.0,95,435.051435
276.0,80,435.108402
194.0,92,435.171871
324.0,94,435.240054
175.0,76,435.292848
102.0,83,435.353719
127.0,96,435.429876
306.0,102,435.519715
216.0,86,435.579352
456.0,111,435.666409
65.0,79,435.733418
202.0,91,435.796715
129.0,91,435.860592
93.0,92,435.924059
201.0,90,435.991371
226.0,98,436.069059
220.0,100,436.142044
202.0,89,436.218181
162.0,86,436.280092
100.0,86,436.340005
67.0,81,436.398875
122.0,88,436.462706
178.0,84,438.529358
473.0,114,438.611274
125.0,83,438.752697
191.0,92,438.819956
83.0,79,438.873056
213.0,86,438.934378
359.0,103,439.006024
216.0,95,439.071475
442.0,107,439.185564
502.0,105,439.258571
102.0,96,439.325938
109.0,92,439.392724
184.0,81,439.461922
137.0,100,439.533217
359.0,100,439.610745
125.0,97,439.689053
66.0,77,439.74335
353.0,111,439.826603
247.0,106,439.922385
64.0,81,439.99398
141.0,94,440.077758
88.0,94,442.124412
240.0,102,442.201522
121.0,102,442.273967
164.0,87,442.335073
315.0,104,442.409465
255.0,102,442.479476
217.0,98,442.555687
95.0,92,442.620749
222.0,97,442.69143
69.0,90,442.754457
94.0,88,442.819043
210.0,92,442.882999
320.0,96,442.95124
190.0,86,443.02284
89.0,89,443.084694
224.0,88,443.147095
308.0,95,443.221856
413.0,96,443.294379
226.0,98,443.365708
189.0,91,443.427862
105.0,85,443.507396
103.0,82,443.566866
